period_end,period_year,period_month,period_label,period_short,study_detail,vacatures,source_file
2024-05-31,2024,5,mei 2024,Mei 2024,3e en 4e gr. sec. beroeps,159,vacatures_eoy_since_2011_all-3.xlsx
2024-05-31,2024,5,mei 2024,Mei 2024,3e graad sec. algemeen,22,vacatures_eoy_since_2011_all-3.xlsx
2024-05-31,2024,5,mei 2024,Mei 2024,3e graad sec. kunst,0,vacatures_eoy_since_2011_all-3.xlsx
2024-05-31,2024,5,mei 2024,Mei 2024,3e graad sec. niet gespecificeerd,17,vacatures_eoy_since_2011_all-3.xlsx
2024-05-31,2024,5,mei 2024,Mei 2024,3e graad sec. technisch,179,vacatures_eoy_since_2011_all-3.xlsx
2024-05-31,2024,5,mei 2024,Mei 2024,Academische bachelor,36,vacatures_eoy_since_2011_all-3.xlsx
2024-05-31,2024,5,mei 2024,Mei 2024,Buitengewoon secundair,0,vacatures_eoy_since_2011_all-3.xlsx
2024-05-31,2024,5,mei 2024,Mei 2024,Geen specifieke studievereiste,651,vacatures_eoy_since_2011_all-3.xlsx
2024-05-31,2024,5,mei 2024,Mei 2024,Graduaat (HBO5),41,vacatures_eoy_since_2011_all-3.xlsx
2024-05-31,2024,5,mei 2024,Mei 2024,Lager onderwijs + 1e en 2e graad secundair,65,vacatures_eoy_since_2011_all-3.xlsx
2024-05-31,2024,5,mei 2024,Mei 2024,Master,77,vacatures_eoy_since_2011_all-3.xlsx
2024-05-31,2024,5,mei 2024,Mei 2024,Professionele bachelor,209,vacatures_eoy_since_2011_all-3.xlsx
2024-06-30,2024,6,juni 2024,Jun 2024,3e en 4e gr. sec. beroeps,141,vacatures_eoy_since_2011_all-3.xlsx
2024-06-30,2024,6,juni 2024,Jun 2024,3e graad sec. algemeen,14,vacatures_eoy_since_2011_all-3.xlsx
2024-06-30,2024,6,juni 2024,Jun 2024,3e graad sec. kunst,0,vacatures_eoy_since_2011_all-3.xlsx
2024-06-30,2024,6,juni 2024,Jun 2024,3e graad sec. niet gespecificeerd,28,vacatures_eoy_since_2011_all-3.xlsx
2024-06-30,2024,6,juni 2024,Jun 2024,3e graad sec. technisch,135,vacatures_eoy_since_2011_all-3.xlsx
2024-06-30,2024,6,juni 2024,Jun 2024,Academische bachelor,55,vacatures_eoy_since_2011_all-3.xlsx
2024-06-30,2024,6,juni 2024,Jun 2024,Buitengewoon secundair,0,vacatures_eoy_since_2011_all-3.xlsx
2024-06-30,2024,6,juni 2024,Jun 2024,Geen specifieke studievereiste,625,vacatures_eoy_since_2011_all-3.xlsx
2024-06-30,2024,6,juni 2024,Jun 2024,Graduaat (HBO5),39,vacatures_eoy_since_2011_all-3.xlsx
2024-06-30,2024,6,juni 2024,Jun 2024,Lager onderwijs + 1e en 2e graad secundair,77,vacatures_eoy_since_2011_all-3.xlsx
2024-06-30,2024,6,juni 2024,Jun 2024,Master,77,vacatures_eoy_since_2011_all-3.xlsx
2024-06-30,2024,6,juni 2024,Jun 2024,Professionele bachelor,138,vacatures_eoy_since_2011_all-3.xlsx
2024-07-31,2024,7,juli 2024,Jul 2024,3e en 4e gr. sec. beroeps,154,vacatures_eoy_since_2011_all-3.xlsx
2024-07-31,2024,7,juli 2024,Jul 2024,3e graad sec. algemeen,11,vacatures_eoy_since_2011_all-3.xlsx
2024-07-31,2024,7,juli 2024,Jul 2024,3e graad sec. kunst,1,vacatures_eoy_since_2011_all-3.xlsx
2024-07-31,2024,7,juli 2024,Jul 2024,3e graad sec. niet gespecificeerd,7,vacatures_eoy_since_2011_all-3.xlsx
2024-07-31,2024,7,juli 2024,Jul 2024,3e graad sec. technisch,134,vacatures_eoy_since_2011_all-3.xlsx
2024-07-31,2024,7,juli 2024,Jul 2024,Academische bachelor,33,vacatures_eoy_since_2011_all-3.xlsx
2024-07-31,2024,7,juli 2024,Jul 2024,Buitengewoon secundair,1,vacatures_eoy_since_2011_all-3.xlsx
2024-07-31,2024,7,juli 2024,Jul 2024,Geen specifieke studievereiste,566,vacatures_eoy_since_2011_all-3.xlsx
2024-07-31,2024,7,juli 2024,Jul 2024,Graduaat (HBO5),41,vacatures_eoy_since_2011_all-3.xlsx
2024-07-31,2024,7,juli 2024,Jul 2024,Lager onderwijs + 1e en 2e graad secundair,30,vacatures_eoy_since_2011_all-3.xlsx
2024-07-31,2024,7,juli 2024,Jul 2024,Master,78,vacatures_eoy_since_2011_all-3.xlsx
2024-07-31,2024,7,juli 2024,Jul 2024,Professionele bachelor,142,vacatures_eoy_since_2011_all-3.xlsx
2024-08-31,2024,8,augustus 2024,Aug 2024,3e en 4e gr. sec. beroeps,136,vacatures_eoy_since_2011_all-3.xlsx
2024-08-31,2024,8,augustus 2024,Aug 2024,3e graad sec. algemeen,13,vacatures_eoy_since_2011_all-3.xlsx
2024-08-31,2024,8,augustus 2024,Aug 2024,3e graad sec. kunst,0,vacatures_eoy_since_2011_all-3.xlsx
2024-08-31,2024,8,augustus 2024,Aug 2024,3e graad sec. niet gespecificeerd,6,vacatures_eoy_since_2011_all-3.xlsx
2024-08-31,2024,8,augustus 2024,Aug 2024,3e graad sec. technisch,173,vacatures_eoy_since_2011_all-3.xlsx
2024-08-31,2024,8,augustus 2024,Aug 2024,Academische bachelor,33,vacatures_eoy_since_2011_all-3.xlsx
2024-08-31,2024,8,augustus 2024,Aug 2024,Buitengewoon secundair,2,vacatures_eoy_since_2011_all-3.xlsx
2024-08-31,2024,8,augustus 2024,Aug 2024,Geen specifieke studievereiste,787,vacatures_eoy_since_2011_all-3.xlsx
2024-08-31,2024,8,augustus 2024,Aug 2024,Graduaat (HBO5),60,vacatures_eoy_since_2011_all-3.xlsx
2024-08-31,2024,8,augustus 2024,Aug 2024,Lager onderwijs + 1e en 2e graad secundair,64,vacatures_eoy_since_2011_all-3.xlsx
2024-08-31,2024,8,augustus 2024,Aug 2024,Master,71,vacatures_eoy_since_2011_all-3.xlsx
2024-08-31,2024,8,augustus 2024,Aug 2024,Professionele bachelor,155,vacatures_eoy_since_2011_all-3.xlsx
2024-09-30,2024,9,september 2024,Sep 2024,3e en 4e gr. sec. beroeps,176,vacatures_eoy_since_2011_all-3.xlsx
2024-09-30,2024,9,september 2024,Sep 2024,3e graad sec. algemeen,25,vacatures_eoy_since_2011_all-3.xlsx
2024-09-30,2024,9,september 2024,Sep 2024,3e graad sec. kunst,0,vacatures_eoy_since_2011_all-3.xlsx
2024-09-30,2024,9,september 2024,Sep 2024,3e graad sec. niet gespecificeerd,5,vacatures_eoy_since_2011_all-3.xlsx
2024-09-30,2024,9,september 2024,Sep 2024,3e graad sec. technisch,170,vacatures_eoy_since_2011_all-3.xlsx
2024-09-30,2024,9,september 2024,Sep 2024,Academische bachelor,54,vacatures_eoy_since_2011_all-3.xlsx
2024-09-30,2024,9,september 2024,Sep 2024,Buitengewoon secundair,2,vacatures_eoy_since_2011_all-3.xlsx
2024-09-30,2024,9,september 2024,Sep 2024,Geen specifieke studievereiste,959,vacatures_eoy_since_2011_all-3.xlsx
2024-09-30,2024,9,september 2024,Sep 2024,Graduaat (HBO5),56,vacatures_eoy_since_2011_all-3.xlsx
2024-09-30,2024,9,september 2024,Sep 2024,Lager onderwijs + 1e en 2e graad secundair,66,vacatures_eoy_since_2011_all-3.xlsx
2024-09-30,2024,9,september 2024,Sep 2024,Master,61,vacatures_eoy_since_2011_all-3.xlsx
2024-09-30,2024,9,september 2024,Sep 2024,Professionele bachelor,222,vacatures_eoy_since_2011_all-3.xlsx
2024-10-31,2024,10,oktober 2024,Okt 2024,3e en 4e gr. sec. beroeps,148,vacatures_eoy_since_2011_all-3.xlsx
2024-10-31,2024,10,oktober 2024,Okt 2024,3e graad sec. algemeen,11,vacatures_eoy_since_2011_all-3.xlsx
2024-10-31,2024,10,oktober 2024,Okt 2024,3e graad sec. kunst,3,vacatures_eoy_since_2011_all-3.xlsx
2024-10-31,2024,10,oktober 2024,Okt 2024,3e graad sec. niet gespecificeerd,24,vacatures_eoy_since_2011_all-3.xlsx
2024-10-31,2024,10,oktober 2024,Okt 2024,3e graad sec. technisch,186,vacatures_eoy_since_2011_all-3.xlsx
2024-10-31,2024,10,oktober 2024,Okt 2024,Academische bachelor,40,vacatures_eoy_since_2011_all-3.xlsx
2024-10-31,2024,10,oktober 2024,Okt 2024,Buitengewoon secundair,3,vacatures_eoy_since_2011_all-3.xlsx
2024-10-31,2024,10,oktober 2024,Okt 2024,Geen specifieke studievereiste,955,vacatures_eoy_since_2011_all-3.xlsx
2024-10-31,2024,10,oktober 2024,Okt 2024,Graduaat (HBO5),32,vacatures_eoy_since_2011_all-3.xlsx
2024-10-31,2024,10,oktober 2024,Okt 2024,Lager onderwijs + 1e en 2e graad secundair,68,vacatures_eoy_since_2011_all-3.xlsx
2024-10-31,2024,10,oktober 2024,Okt 2024,Master,77,vacatures_eoy_since_2011_all-3.xlsx
2024-10-31,2024,10,oktober 2024,Okt 2024,Professionele bachelor,168,vacatures_eoy_since_2011_all-3.xlsx
2024-11-30,2024,11,november 2024,Nov 2024,3e en 4e gr. sec. beroeps,129,vacatures_eoy_since_2011_all-3.xlsx
2024-11-30,2024,11,november 2024,Nov 2024,3e graad sec. algemeen,14,vacatures_eoy_since_2011_all-3.xlsx
2024-11-30,2024,11,november 2024,Nov 2024,3e graad sec. kunst,1,vacatures_eoy_since_2011_all-3.xlsx
2024-11-30,2024,11,november 2024,Nov 2024,3e graad sec. niet gespecificeerd,10,vacatures_eoy_since_2011_all-3.xlsx
2024-11-30,2024,11,november 2024,Nov 2024,3e graad sec. technisch,192,vacatures_eoy_since_2011_all-3.xlsx
2024-11-30,2024,11,november 2024,Nov 2024,Academische bachelor,35,vacatures_eoy_since_2011_all-3.xlsx
2024-11-30,2024,11,november 2024,Nov 2024,Buitengewoon secundair,0,vacatures_eoy_since_2011_all-3.xlsx
2024-11-30,2024,11,november 2024,Nov 2024,Geen specifieke studievereiste,666,vacatures_eoy_since_2011_all-3.xlsx
2024-11-30,2024,11,november 2024,Nov 2024,Graduaat (HBO5),27,vacatures_eoy_since_2011_all-3.xlsx
2024-11-30,2024,11,november 2024,Nov 2024,Lager onderwijs + 1e en 2e graad secundair,47,vacatures_eoy_since_2011_all-3.xlsx
2024-11-30,2024,11,november 2024,Nov 2024,Master,46,vacatures_eoy_since_2011_all-3.xlsx
2024-11-30,2024,11,november 2024,Nov 2024,Professionele bachelor,175,vacatures_eoy_since_2011_all-3.xlsx
2024-12-31,2024,12,december 2024,Dec 2024,3e en 4e gr. sec. beroeps,116,vacatures_eoy_since_2011_all-3.xlsx
2024-12-31,2024,12,december 2024,Dec 2024,3e graad sec. algemeen,18,vacatures_eoy_since_2011_all-3.xlsx
2024-12-31,2024,12,december 2024,Dec 2024,3e graad sec. kunst,0,vacatures_eoy_since_2011_all-3.xlsx
2024-12-31,2024,12,december 2024,Dec 2024,3e graad sec. niet gespecificeerd,5,vacatures_eoy_since_2011_all-3.xlsx
2024-12-31,2024,12,december 2024,Dec 2024,3e graad sec. technisch,164,vacatures_eoy_since_2011_all-3.xlsx
2024-12-31,2024,12,december 2024,Dec 2024,Academische bachelor,36,vacatures_eoy_since_2011_all-3.xlsx
2024-12-31,2024,12,december 2024,Dec 2024,Buitengewoon secundair,1,vacatures_eoy_since_2011_all-3.xlsx
2024-12-31,2024,12,december 2024,Dec 2024,Geen specifieke studievereiste,599,vacatures_eoy_since_2011_all-3.xlsx
2024-12-31,2024,12,december 2024,Dec 2024,Graduaat (HBO5),38,vacatures_eoy_since_2011_all-3.xlsx
2024-12-31,2024,12,december 2024,Dec 2024,Lager onderwijs + 1e en 2e graad secundair,39,vacatures_eoy_since_2011_all-3.xlsx
2024-12-31,2024,12,december 2024,Dec 2024,Master,58,vacatures_eoy_since_2011_all-3.xlsx
2024-12-31,2024,12,december 2024,Dec 2024,Professionele bachelor,140,vacatures_eoy_since_2011_all-3.xlsx
2025-01-31,2025,1,januari 2025,Jan 2025,3e en 4e gr. sec. beroeps,188,vacatures_eoy_since_2011_all-2.xlsx
2025-01-31,2025,1,januari 2025,Jan 2025,3e graad sec. algemeen,19,vacatures_eoy_since_2011_all-2.xlsx
2025-01-31,2025,1,januari 2025,Jan 2025,3e graad sec. niet gespecificeerd,14,vacatures_eoy_since_2011_all-2.xlsx
2025-01-31,2025,1,januari 2025,Jan 2025,3e graad sec. technisch,197,vacatures_eoy_since_2011_all-2.xlsx
2025-01-31,2025,1,januari 2025,Jan 2025,Academische bachelor,44,vacatures_eoy_since_2011_all-2.xlsx
2025-01-31,2025,1,januari 2025,Jan 2025,Buitengewoon secundair,1,vacatures_eoy_since_2011_all-2.xlsx
2025-01-31,2025,1,januari 2025,Jan 2025,Geen specifieke studievereiste,951,vacatures_eoy_since_2011_all-2.xlsx
2025-01-31,2025,1,januari 2025,Jan 2025,Graduaat (HBO5),48,vacatures_eoy_since_2011_all-2.xlsx
2025-01-31,2025,1,januari 2025,Jan 2025,Lager onderwijs + 1e en 2e graad secundair,92,vacatures_eoy_since_2011_all-2.xlsx
2025-01-31,2025,1,januari 2025,Jan 2025,Master,62,vacatures_eoy_since_2011_all-2.xlsx
2025-01-31,2025,1,januari 2025,Jan 2025,Professionele bachelor,177,vacatures_eoy_since_2011_all-2.xlsx
2025-02-28,2025,2,februari 2025,Feb 2025,3e en 4e gr. sec. beroeps,121,vacatures_eoy_since_2011_all-2.xlsx
2025-02-28,2025,2,februari 2025,Feb 2025,3e graad sec. algemeen,30,vacatures_eoy_since_2011_all-2.xlsx
2025-02-28,2025,2,februari 2025,Feb 2025,3e graad sec. kunst,0,vacatures_eoy_since_2011_all-2.xlsx
2025-02-28,2025,2,februari 2025,Feb 2025,3e graad sec. niet gespecificeerd,2,vacatures_eoy_since_2011_all-2.xlsx
2025-02-28,2025,2,februari 2025,Feb 2025,3e graad sec. technisch,218,vacatures_eoy_since_2011_all-2.xlsx
2025-02-28,2025,2,februari 2025,Feb 2025,Academische bachelor,34,vacatures_eoy_since_2011_all-2.xlsx
2025-02-28,2025,2,februari 2025,Feb 2025,Buitengewoon secundair,2,vacatures_eoy_since_2011_all-2.xlsx
2025-02-28,2025,2,februari 2025,Feb 2025,Geen specifieke studievereiste,898,vacatures_eoy_since_2011_all-2.xlsx
2025-02-28,2025,2,februari 2025,Feb 2025,Graduaat (HBO5),37,vacatures_eoy_since_2011_all-2.xlsx
2025-02-28,2025,2,februari 2025,Feb 2025,Lager onderwijs + 1e en 2e graad secundair,60,vacatures_eoy_since_2011_all-2.xlsx
2025-02-28,2025,2,februari 2025,Feb 2025,Master,60,vacatures_eoy_since_2011_all-2.xlsx
2025-02-28,2025,2,februari 2025,Feb 2025,Professionele bachelor,220,vacatures_eoy_since_2011_all-2.xlsx
2025-03-31,2025,3,maart 2025,Mrt 2025,3e en 4e gr. sec. beroeps,138,vacatures_eoy_since_2011_all-2.xlsx
2025-03-31,2025,3,maart 2025,Mrt 2025,3e graad sec. algemeen,16,vacatures_eoy_since_2011_all-2.xlsx
2025-03-31,2025,3,maart 2025,Mrt 2025,3e graad sec. kunst,0,vacatures_eoy_since_2011_all-2.xlsx
2025-03-31,2025,3,maart 2025,Mrt 2025,3e graad sec. niet gespecificeerd,7,vacatures_eoy_since_2011_all-2.xlsx
2025-03-31,2025,3,maart 2025,Mrt 2025,3e graad sec. technisch,163,vacatures_eoy_since_2011_all-2.xlsx
2025-03-31,2025,3,maart 2025,Mrt 2025,Academische bachelor,36,vacatures_eoy_since_2011_all-2.xlsx
2025-03-31,2025,3,maart 2025,Mrt 2025,Buitengewoon secundair,3,vacatures_eoy_since_2011_all-2.xlsx
2025-03-31,2025,3,maart 2025,Mrt 2025,Geen specifieke studievereiste,893,vacatures_eoy_since_2011_all-2.xlsx
2025-03-31,2025,3,maart 2025,Mrt 2025,Graduaat (HBO5),70,vacatures_eoy_since_2011_all-2.xlsx
2025-03-31,2025,3,maart 2025,Mrt 2025,Lager onderwijs + 1e en 2e graad secundair,54,vacatures_eoy_since_2011_all-2.xlsx
2025-03-31,2025,3,maart 2025,Mrt 2025,Master,68,vacatures_eoy_since_2011_all-2.xlsx
2025-03-31,2025,3,maart 2025,Mrt 2025,Professionele bachelor,228,vacatures_eoy_since_2011_all-2.xlsx
2025-04-30,2025,4,april 2025,Apr 2025,3e en 4e gr. sec. beroeps,103,vacatures_eoy_since_2011_all-2.xlsx
2025-04-30,2025,4,april 2025,Apr 2025,3e graad sec. algemeen,15,vacatures_eoy_since_2011_all-2.xlsx
2025-04-30,2025,4,april 2025,Apr 2025,3e graad sec. kunst,0,vacatures_eoy_since_2011_all-2.xlsx
2025-04-30,2025,4,april 2025,Apr 2025,3e graad sec. niet gespecificeerd,13,vacatures_eoy_since_2011_all-2.xlsx
2025-04-30,2025,4,april 2025,Apr 2025,3e graad sec. technisch,151,vacatures_eoy_since_2011_all-2.xlsx
2025-04-30,2025,4,april 2025,Apr 2025,Academische bachelor,38,vacatures_eoy_since_2011_all-2.xlsx
2025-04-30,2025,4,april 2025,Apr 2025,Buitengewoon secundair,0,vacatures_eoy_since_2011_all-2.xlsx
2025-04-30,2025,4,april 2025,Apr 2025,Geen specifieke studievereiste,867,vacatures_eoy_since_2011_all-2.xlsx
2025-04-30,2025,4,april 2025,Apr 2025,Graduaat (HBO5),22,vacatures_eoy_since_2011_all-2.xlsx
2025-04-30,2025,4,april 2025,Apr 2025,Lager onderwijs + 1e en 2e graad secundair,56,vacatures_eoy_since_2011_all-2.xlsx
2025-04-30,2025,4,april 2025,Apr 2025,Master,74,vacatures_eoy_since_2011_all-2.xlsx
2025-04-30,2025,4,april 2025,Apr 2025,Professionele bachelor,186,vacatures_eoy_since_2011_all-2.xlsx
2025-05-31,2025,5,mei 2025,Mei 2025,3e en 4e gr. sec. beroeps,145,vacatures_eoy_since_2011_all-2.xlsx
2025-05-31,2025,5,mei 2025,Mei 2025,3e graad sec. algemeen,18,vacatures_eoy_since_2011_all-2.xlsx
2025-05-31,2025,5,mei 2025,Mei 2025,3e graad sec. kunst,0,vacatures_eoy_since_2011_all-2.xlsx
2025-05-31,2025,5,mei 2025,Mei 2025,3e graad sec. niet gespecificeerd,7,vacatures_eoy_since_2011_all-2.xlsx
2025-05-31,2025,5,mei 2025,Mei 2025,3e graad sec. technisch,148,vacatures_eoy_since_2011_all-2.xlsx
2025-05-31,2025,5,mei 2025,Mei 2025,Academische bachelor,41,vacatures_eoy_since_2011_all-2.xlsx
2025-05-31,2025,5,mei 2025,Mei 2025,Buitengewoon secundair,0,vacatures_eoy_since_2011_all-2.xlsx
2025-05-31,2025,5,mei 2025,Mei 2025,Geen specifieke studievereiste,706,vacatures_eoy_since_2011_all-2.xlsx
2025-05-31,2025,5,mei 2025,Mei 2025,Graduaat (HBO5),42,vacatures_eoy_since_2011_all-2.xlsx
2025-05-31,2025,5,mei 2025,Mei 2025,Lager onderwijs + 1e en 2e graad secundair,42,vacatures_eoy_since_2011_all-2.xlsx
2025-05-31,2025,5,mei 2025,Mei 2025,Master,49,vacatures_eoy_since_2011_all-2.xlsx
2025-05-31,2025,5,mei 2025,Mei 2025,Professionele bachelor,193,vacatures_eoy_since_2011_all-2.xlsx
2025-06-30,2025,6,juni 2025,Jun 2025,3e en 4e gr. sec. beroeps,125,vacatures_eoy_since_2011_all-2.xlsx
2025-06-30,2025,6,juni 2025,Jun 2025,3e graad sec. algemeen,14,vacatures_eoy_since_2011_all-2.xlsx
2025-06-30,2025,6,juni 2025,Jun 2025,3e graad sec. kunst,0,vacatures_eoy_since_2011_all-2.xlsx
2025-06-30,2025,6,juni 2025,Jun 2025,3e graad sec. niet gespecificeerd,45,vacatures_eoy_since_2011_all-2.xlsx
2025-06-30,2025,6,juni 2025,Jun 2025,3e graad sec. technisch,152,vacatures_eoy_since_2011_all-2.xlsx
2025-06-30,2025,6,juni 2025,Jun 2025,Academische bachelor,30,vacatures_eoy_since_2011_all-2.xlsx
2025-06-30,2025,6,juni 2025,Jun 2025,Bachelor niet gespecificeerd,45,vacatures_eoy_since_2011_all-2.xlsx
2025-06-30,2025,6,juni 2025,Jun 2025,Buitengewoon secundair,0,vacatures_eoy_since_2011_all-2.xlsx
2025-06-30,2025,6,juni 2025,Jun 2025,Geen specifieke studievereiste,647,vacatures_eoy_since_2011_all-2.xlsx
2025-06-30,2025,6,juni 2025,Jun 2025,Graduaat (HBO5),40,vacatures_eoy_since_2011_all-2.xlsx
2025-06-30,2025,6,juni 2025,Jun 2025,Lager onderwijs + 1e en 2e graad secundair,32,vacatures_eoy_since_2011_all-2.xlsx
2025-06-30,2025,6,juni 2025,Jun 2025,Master,56,vacatures_eoy_since_2011_all-2.xlsx
2025-06-30,2025,6,juni 2025,Jun 2025,Professionele bachelor,173,vacatures_eoy_since_2011_all-2.xlsx
2025-07-31,2025,7,juli 2025,Jul 2025,3e en 4e gr. sec. beroeps,72,vacatures_eoy_since_2011_all-2.xlsx
2025-07-31,2025,7,juli 2025,Jul 2025,3e graad sec. algemeen,4,vacatures_eoy_since_2011_all-2.xlsx
2025-07-31,2025,7,juli 2025,Jul 2025,3e graad sec. kunst,1,vacatures_eoy_since_2011_all-2.xlsx
2025-07-31,2025,7,juli 2025,Jul 2025,3e graad sec. niet gespecificeerd,47,vacatures_eoy_since_2011_all-2.xlsx
2025-07-31,2025,7,juli 2025,Jul 2025,3e graad sec. technisch,111,vacatures_eoy_since_2011_all-2.xlsx
2025-07-31,2025,7,juli 2025,Jul 2025,Academische bachelor,9,vacatures_eoy_since_2011_all-2.xlsx
2025-07-31,2025,7,juli 2025,Jul 2025,Bachelor niet gespecificeerd,50,vacatures_eoy_since_2011_all-2.xlsx
2025-07-31,2025,7,juli 2025,Jul 2025,Geen specifieke studievereiste,511,vacatures_eoy_since_2011_all-2.xlsx
2025-07-31,2025,7,juli 2025,Jul 2025,Graduaat (HBO5),27,vacatures_eoy_since_2011_all-2.xlsx
2025-07-31,2025,7,juli 2025,Jul 2025,Lager onderwijs + 1e en 2e graad secundair,34,vacatures_eoy_since_2011_all-2.xlsx
2025-07-31,2025,7,juli 2025,Jul 2025,Master,56,vacatures_eoy_since_2011_all-2.xlsx
2025-07-31,2025,7,juli 2025,Jul 2025,Professionele bachelor,100,vacatures_eoy_since_2011_all-2.xlsx
2025-08-31,2025,8,augustus 2025,Aug 2025,3e en 4e gr. sec. beroeps,115,vacatures_eoy_since_2011_all-2.xlsx
2025-08-31,2025,8,augustus 2025,Aug 2025,3e graad sec. algemeen,10,vacatures_eoy_since_2011_all-2.xlsx
2025-08-31,2025,8,augustus 2025,Aug 2025,3e graad sec. kunst,1,vacatures_eoy_since_2011_all-2.xlsx
2025-08-31,2025,8,augustus 2025,Aug 2025,3e graad sec. niet gespecificeerd,78,vacatures_eoy_since_2011_all-2.xlsx
2025-08-31,2025,8,augustus 2025,Aug 2025,3e graad sec. technisch,111,vacatures_eoy_since_2011_all-2.xlsx
2025-08-31,2025,8,augustus 2025,Aug 2025,Academische bachelor,15,vacatures_eoy_since_2011_all-2.xlsx
2025-08-31,2025,8,augustus 2025,Aug 2025,Bachelor niet gespecificeerd,74,vacatures_eoy_since_2011_all-2.xlsx
2025-08-31,2025,8,augustus 2025,Aug 2025,Buitengewoon secundair,4,vacatures_eoy_since_2011_all-2.xlsx
2025-08-31,2025,8,augustus 2025,Aug 2025,Geen specifieke studievereiste,825,vacatures_eoy_since_2011_all-2.xlsx
2025-08-31,2025,8,augustus 2025,Aug 2025,Graduaat (HBO5),66,vacatures_eoy_since_2011_all-2.xlsx
2025-08-31,2025,8,augustus 2025,Aug 2025,Lager onderwijs + 1e en 2e graad secundair,40,vacatures_eoy_since_2011_all-2.xlsx
2025-08-31,2025,8,augustus 2025,Aug 2025,Master,81,vacatures_eoy_since_2011_all-2.xlsx
2025-08-31,2025,8,augustus 2025,Aug 2025,Professionele bachelor,136,vacatures_eoy_since_2011_all-2.xlsx
2025-09-30,2025,9,september 2025,Sep 2025,3e en 4e gr. sec. beroeps,105,vacatures_eoy_since_2011_all-2.xlsx
2025-09-30,2025,9,september 2025,Sep 2025,3e graad sec. algemeen,12,vacatures_eoy_since_2011_all-2.xlsx
2025-09-30,2025,9,september 2025,Sep 2025,3e graad sec. kunst,1,vacatures_eoy_since_2011_all-2.xlsx
2025-09-30,2025,9,september 2025,Sep 2025,3e graad sec. niet gespecificeerd,100,vacatures_eoy_since_2011_all-2.xlsx
2025-09-30,2025,9,september 2025,Sep 2025,3e graad sec. technisch,160,vacatures_eoy_since_2011_all-2.xlsx
2025-09-30,2025,9,september 2025,Sep 2025,Academische bachelor,21,vacatures_eoy_since_2011_all-2.xlsx
2025-09-30,2025,9,september 2025,Sep 2025,Bachelor niet gespecificeerd,87,vacatures_eoy_since_2011_all-2.xlsx
2025-09-30,2025,9,september 2025,Sep 2025,Buitengewoon secundair,3,vacatures_eoy_since_2011_all-2.xlsx
2025-09-30,2025,9,september 2025,Sep 2025,Geen specifieke studievereiste,902,vacatures_eoy_since_2011_all-2.xlsx
2025-09-30,2025,9,september 2025,Sep 2025,Graduaat (HBO5),31,vacatures_eoy_since_2011_all-2.xlsx
2025-09-30,2025,9,september 2025,Sep 2025,Lager onderwijs + 1e en 2e graad secundair,36,vacatures_eoy_since_2011_all-2.xlsx
2025-09-30,2025,9,september 2025,Sep 2025,Master,61,vacatures_eoy_since_2011_all-2.xlsx
2025-09-30,2025,9,september 2025,Sep 2025,Professionele bachelor,118,vacatures_eoy_since_2011_all-2.xlsx
2025-10-31,2025,10,oktober 2025,Okt 2025,3e en 4e gr. sec. beroeps,143,vacatures_eoy_since_2011_all-2.xlsx
2025-10-31,2025,10,oktober 2025,Okt 2025,3e graad sec. algemeen,8,vacatures_eoy_since_2011_all-2.xlsx
2025-10-31,2025,10,oktober 2025,Okt 2025,3e graad sec. kunst,1,vacatures_eoy_since_2011_all-2.xlsx
2025-10-31,2025,10,oktober 2025,Okt 2025,3e graad sec. niet gespecificeerd,65,vacatures_eoy_since_2011_all-2.xlsx
2025-10-31,2025,10,oktober 2025,Okt 2025,3e graad sec. technisch,206,vacatures_eoy_since_2011_all-2.xlsx
2025-10-31,2025,10,oktober 2025,Okt 2025,Academische bachelor,17,vacatures_eoy_since_2011_all-2.xlsx
2025-10-31,2025,10,oktober 2025,Okt 2025,Bachelor niet gespecificeerd,71,vacatures_eoy_since_2011_all-2.xlsx
2025-10-31,2025,10,oktober 2025,Okt 2025,Buitengewoon secundair,5,vacatures_eoy_since_2011_all-2.xlsx
2025-10-31,2025,10,oktober 2025,Okt 2025,Geen specifieke studievereiste,1112,vacatures_eoy_since_2011_all-2.xlsx
2025-10-31,2025,10,oktober 2025,Okt 2025,Graduaat (HBO5),44,vacatures_eoy_since_2011_all-2.xlsx
2025-10-31,2025,10,oktober 2025,Okt 2025,Lager onderwijs + 1e en 2e graad secundair,40,vacatures_eoy_since_2011_all-2.xlsx
2025-10-31,2025,10,oktober 2025,Okt 2025,Master,86,vacatures_eoy_since_2011_all-2.xlsx
2025-10-31,2025,10,oktober 2025,Okt 2025,Professionele bachelor,167,vacatures_eoy_since_2011_all-2.xlsx
2025-11-30,2025,11,november 2025,Nov 2025,3e en 4e gr. sec. beroeps,66,vacatures_eoy_since_2011_all-2.xlsx
2025-11-30,2025,11,november 2025,Nov 2025,3e graad sec. algemeen,14,vacatures_eoy_since_2011_all-2.xlsx
2025-11-30,2025,11,november 2025,Nov 2025,3e graad sec. kunst,0,vacatures_eoy_since_2011_all-2.xlsx
2025-11-30,2025,11,november 2025,Nov 2025,3e graad sec. niet gespecificeerd,71,vacatures_eoy_since_2011_all-2.xlsx
2025-11-30,2025,11,november 2025,Nov 2025,3e graad sec. technisch,87,vacatures_eoy_since_2011_all-2.xlsx
