LEVEL,CODE,NATIONAL_TITLE_BE_NL,NATIONAL_TITLE_BE_FR,NATIONAL_TITLE_BE_DE,NATIONAL_TITLE_BE_EN
3,47.3,Detailhandel in motorbrandstoffen,Commerce de détail de carburants,Einzelhandel mit Motorenkraftstoffen,Retail sale of automotive fuel
4,47.30,Detailhandel in motorbrandstoffen,Commerce de détail de carburants,Einzelhandel mit Motorenkraftstoffen,Retail sale of automotive fuel
5,47.300,Detailhandel in motorbrandstoffen,Commerce de détail de carburants,Einzelhandel mit Motorenkraftstoffen,Retail sale of automotive fuel
3,47.4,Detailhandel in ICT-apparatuur,Commerce de détail d’équipements de l’information et de la communication,Einzelhandel mit Geräten der Informations- und Kommunikationstechnik,Retail sale of information and communication equipment
4,47.40,Detailhandel in ICT-apparatuur,Commerce de détail d’équipements de l’information et de la communication,Einzelhandel mit Geräten der Informations- und Kommunikationstechnik,Retail sale of information and communication equipment
5,47.400,Detailhandel in ICT-apparatuur,Commerce de détail d’équipements de l’information et de la communication,Einzelhandel mit Geräten der Informations- und Kommunikationstechnik,Retail sale of information and communication equipment
3,47.5,Detailhandel in andere consumentenartikelen,Commerce de détail d’autres équipements du foyer,"Einzelhandel mit sonstigen Haushaltsgeräten, Textilien, Heimwerker- und Einrichtungsbedarf",Retail sale of other household equipment
4,47.51,Detailhandel in textiel,Commerce de détail de textiles,Einzelhandel mit Textilien,Retail sale of textiles
5,47.511,Detailhandel in kledingstoffen,Commerce de détail de tissus d'habillement,Einzelhandel mit Bekleidungsstoffen,Retail sale of clothing materials
5,47.512,Detailhandel in huishoudtextiel en beddengoed,Commerce de détail de linges de maison,Einzelhandel mit Haustextilien und Bettwäsche,Retail sale of household linen
5,47.513,"Detailhandel in breigarens, handwerken en fournituren",Commerce de détail de fils à tricoter et d'articles de mercerie,Einzelhandel mit Strickgarne und Kurzwaren,Retail sale of knitting yarn and haberdashery
5,47.519,Detailhandel in overig textiel,Commerce de détail d'autres textiles,Einzelhandel mit sonstigen Textilien,Retail sale of other textiles
4,47.52,"Detailhandel in ijzerwaren, bouwmaterialen, verf en glas","Commerce de détail de quincaillerie, de matériaux de construction et de bricolage, de peinture et de verre","Einzelhandel mit Metallwaren, Anstrichmitteln, Bau- und Heimwerkerbedarf","Retail sale of hardware, building materials, paints and glass"
5,47.521,"Detailhandel in ijzerwaren, bouwmaterialen, verf en glas (algemeen assortiment)","Commerce de détail de quincaillerie, de matériaux de construction et de bricolage, de peinture et de verre (assortiment général)","Einzelhandel mit Metallwaren, Anstrichmitteln, Bau- und Heimwerkerbedarf, Vollsortiment","Retail sale of hardware, building materials, paints and glass (general selection)"
5,47.522,Detailhandel in houten bouw- en tuinmaterialen,"Commerce de détail de matériaux de construction et de matériaux de jardin, en bois",Einzelhandel mit Bau- und Gartenmaterialien aus Holz,Retail sale of wooden building materials and garden furniture
5,47.523,Detailhandel in wand- en vloertegels,Commerce de détail de carrelage,Einzelhandel mit Boden- und Wandfliesen,Retail sale of tiles
5,47.524,"Detailhandel in parket-, laminaat- en kurkvloeren","Commerce de détail de parquet, de laminés et de revêtement en liège","Einzelhandel mit Parkett-, Laminat- und Korkböden","Retail sale of wooden, laminate and cork flooring"
5,47.525,Detailhandel in ijzerwaren en gereedschappen,Commerce de détail de quincaillerie et d'outils,Einzelhandel mit Eisenwaren und Werkzeugen,Retail sale of hardware and tools
5,47.526,Detailhandel in verf en verfwaren,Commerce de détail de peinture et de vernis,Einzelhandel mit Farben und Farbwaren,Retail sale of paints and varnishes
5,47.527,Detailhandel in sanitaire artikelen en sanitair installatiemateriaal,Commerce de détail d'articles et de matériels d'installations sanitaires,Einzelhandel mit Sanitärartikeln und Installationszubehör,Retail sale of sanitary ware and equipment
5,47.529,"Detailhandel in overige bouwmaterialen, n.e.g.","Commerce de détail d'autres matériaux de construction, n.c.a.",Einzelhandelsleistungen mit sonstigen Baumaterialien a.n.g.,Retail sale of other construction materials
4,47.53,Detailhandel in tapijten en andere vloerbedekking en wandbekleding,"Commerce de détail de tapis, moquettes et revêtements de murs et de sols","Einzelhandel mit Vorhängen, Teppichen, Fußbodenbelägen und Tapeten","Retail sale of carpets, rugs, wall and floor coverings"
5,47.530,Detailhandel in tapijten en andere vloerbedekking en wandbekleding,"Commerce de détail de tapis, moquettes et revêtements de murs et de sols","Einzelhandel mit Vorhängen, Teppichen, Fußbodenbelägen und Tapeten","Retail sale of carpets, rugs, wall and floor coverings"
4,47.54,Detailhandel in elektrische huishoudapparaten,Commerce de détail d’appareils électroménagers,Einzelhandel mit elektrischen Haushaltsgeräten,Retail sale of electrical household appliances
5,47.540,Detailhandel in elektrische huishoudapparaten,Commerce de détail d’appareils électroménagers,Einzelhandel mit elektrischen Haushaltsgeräten,Retail sale of electrical household appliances
4,47.55,"Detailhandel in meubelen, verlichtingstoestellen, tafelgerei en andere huishoudelijke artikelen","Commerce de détail de meubles, d’appareils d’éclairage, de vaisselle et d’autres articles de ménage biens domestiques","Einzelhandel mit Möbeln, Einrichtungsgegenständen und sonstigem Hausrat","Retail sale of furniture, lighting equipment, tableware and other household goods"
5,47.551,Detailhandel in huismeubilair,Commerce de détail de mobilier de maison,Einzelhandel mit Wohnmöbeln,Retail sale of home furniture
5,47.552,Detailhandel in verlichtingsartikelen,Commerce de détail d'appareils d'éclairage,Einzelhandel mit Beleuchtungskörpern,Retail sale of lighting equipment
5,47.553,"Detailhandel in glas-, porselein- en aardewerk en in niet-elektrische huishoudelijke artikelen","Commerce de détail d'appareils ménagers non électriques, de vaisselle, de verrerie, de porcelaine et de poterie","Einzelhandel mit nicht elektrischen Haushaltsgeräten, Geschirr, Glas, Porzellan und Steingut","Retail sale of non-electric household appliances, crockery, glassware, china and earthenware"
5,47.554,Detailhandel in babyartikelen (algemeen assortiment),Commerce de détail d'articles de puériculture (assortiment général),"Einzelhandel mit Babyartikeln, Vollsortiment",Retail sale of childcare articles (general selection)
5,47.559,"Detailhandel in andere huishoudelijke artikelen, n.e.g.",Commerce de détail d'autres articles de ménage n.c.a.,Einzelhandel mit sonstigen Haushaltsartikeln a.n.g.,Retail sale of other household goods n.e.c.
3,47.6,Detailhandel in cultuur- en recreatieartikelen,Commerce de détail de biens culturels et de loisirs,"Einzelhandel mit Verlagsprodukten, Sportausrüstungen und Spielwaren",Retail sale of cultural and recreation goods
4,47.61,Detailhandel in boeken,Commerce de détail de livres,Einzelhandel mit Büchern,Retail sale of books
5,47.610,Detailhandel in boeken,Commerce de détail de livres,Einzelhandel mit Büchern,Retail sale of books
4,47.62,Detailhandel in kranten en andere tijdschriften en kantoorbehoeften,Commerce de détail de journaux et autres publications périodiques et de papeterie,"Einzelhandel mit Zeitungen, sonstigen Zeitschriften, Schreibwaren und Bürobedarf","Retail sale of newspapers, and other periodical publications and stationery"
5,47.621,Detailhandel in kranten en andere tijdschriften,Commerce de détail de journaux et autres publications périodiques,Einzelhandel mit Zeitungen und sonstigen Zeitschriften,"Retail sale of newspapers, and other periodical publications"
5,47.622,Detailhandel in kantoorbehoeften,Commerce de détail de papeterie,Einzelhandel mit  Schreibwaren und Bürobedarf,Retail sale of stationery
4,47.63,Detailhandel in sportartikelen,Commerce de détail d’articles de sport,"Einzelhandel mit Fahrrädern, Sport- und Campingartikeln",Retail sale of sporting equipment
5,47.631,Detailhandel in wapens en munitie,Commerce de détail d'armes et de munitions,Einzelhandel mit Waffen und Munition,Retail sale of weapons and ammunition
5,47.632,Detailhandel in fietsen,Commerce de détail de cycles,Einzelhandel mit Fahrrädern,Retail sale of bicycles
5,47.639,Detailhandel in overige sportartikelen,Commerce de détail d’autres articles de sport,Einzelhandel mit sonstigen Sportartikeln,Retail sale of other sporting equipment
4,47.64,Detailhandel in spellen en speelgoed,Commerce de détail de jeux et jouets,Einzelhandel mit Spielwaren,Retail sale of games and toys
5,47.640,Detailhandel in spellen en speelgoed,Commerce de détail de jeux et jouets,Einzelhandel mit Spielwaren,Retail sale of games and toys
4,47.69,"Detailhandel in cultuur- en recreatieartikelen, n.e.g.",Commerce de détail de biens culturels et de loisirs n.c.a.,Einzelhandel mit Kunst- und Kulturerzeugnissen a. n. g.,Retail sale of cultural and recreational goods n.e.c.
5,47.690,"Detailhandel in cultuur- en recreatieartikelen, n.e.g.",Commerce de détail de biens culturels et de loisirs n.c.a.,Einzelhandel mit Kunst- und Kulturerzeugnissen a. n. g.,Retail sale of cultural and recreational goods n.e.c.
3,47.7,"Detailhandel in andere goederen, met uitzondering van motorvoertuigen en motorfietsen","Commerce de détail d’autres biens, à l’exception des automobiles et des motocycles","Einzelhandel mit sonstigen Gütern, ohne Kraftwagen und Krafträder","Retail sale of other goods, except motor vehicles and motorcycles"
4,47.71,Detailhandel in kleding,Commerce de détail d’habillement,Einzelhandel mit Bekleidung,Retail sale of clothing
5,47.711,Detailhandel in damesbovenkleding,Commerce de détail de vêtements pour dame,Einzelhandel mit Damenoberbekleidung,Retail sale of clothing for women
5,47.712,Detailhandel in herenbovenkleding,Commerce de détail de vêtements pour homme,Einzelhandel mit Herrenoberbekleidung,Retail sale of clothing for men
5,47.713,Detailhandel in baby- en kinderbovenkleding,Commerce de détail de vêtements pour bébé et enfant,Einzelhandel mit Baby- und Kinderoberbekleidung,Retail sale of clothing for baby and children
5,47.714,"Detailhandel in onderkleding, lingerie en strand- en badkleding","Commerce de détail de sous-vêtements, de lingerie et de vêtements de bain","Einzelhandel mit Unterwäsche, Damenunterwäsche und Strand- und Badekleidung","Retail sale of underwear, lingerie and swimwear"
5,47.715,Detailhandel in kledingaccessoires,Commerce de détail d'accessoires du vêtement,Einzelhandel mit Bekleidungsasccessoires,Retail sale of clothing accessories
5,47.716,"Detailhandel in dames-, heren-, baby- en kinderboven- en onderkleding en kledingaccessoires (algemeen assortiment)","Commerce de détail de vêtements, de sous-vêtements et d'accessoires pour dame, homme, enfant et bébé, assortiment général","Einzelhandel mit Damen-, Herren- Baby- und Kinderober- und -unterbekleidung und Bekleidungsasccessoires (Vollsortiment)","Retail sale of clothing, underwear and clothing accessories for men, women, children and baby, general selection"
4,47.72,Detailhandel in schoeisel en lederwaren,Commerce de détail de chaussures et d’articles en cuir,Einzelhandel mit Schuhen und Lederwaren,Retail sale of footwear and leather goods
5,47.721,Detailhandel in schoeisel,Commerce de détail de chaussures,Einzelhandel mit Schuhen,Retail sale of footwear
5,47.722,Detailhandel in lederwaren en reisartikelen,Commerce de détail d'articles en cuir et d'articles de voyage,Einzelhandel mit Lederwaren und Reiseaccessoires,Retail sale of leather goods and luggage
4,47.73,Detailhandel in farmaceutische producten,Commerce de détail de produits pharmaceutiques,Einzelhandel mit pharmazeutischen Erzeugnissen,Retail sale of pharmaceutical products
5,47.730,Detailhandel in farmaceutische producten,Commerce de détail de produits pharmaceutiques,Einzelhandel mit pharmazeutischen Erzeugnissen,Retail sale of pharmaceutical products
4,47.74,Detailhandel in medische en orthopedische artikelen,Commerce de détail d’articles médicaux et orthopédiques,Einzelhandel mit medizinischen und orthopädischen Artikeln,Retail sale of medical and orthopaedic goods
5,47.741,"Detailhandel in medische en orthopedische artikelen, m.u.v. corrigerende brillen, lenzen en zonnebrillen","Commerce de détail d'articles médicaux et orthopédiques, à l'exception de lunettes de correction, de lentilles et de lunettes de soleil","Einzelhandel mit medizinischen und orthopädischen Artikeln, mit Ausnahme von Korrektionsbrillen, Brillengläsern und Sonnenbrillen","Retail sale of medical and orthopaedic goods, except corrective glasses, lenses and sunglasses"
5,47.742,"Detailhandel in corrigerende brillen, lenzen en zonnebrillen","Commerce de détail de lunettes de correction, de lentilles et de lunettes de soleil","Einzelhandel mit Korrektionsbrillen, Brillengläsern und Sonnenbrillen","Retail sale of corrective glasses, lenses and sunglasses"
4,47.75,Detailhandel in cosmetica en toiletartikelen,Commerce de détail de produits cosmétiques et d'articles de toilette,Einzelhandel mit kosmetischen Erzeugnissen und Körperpflegemitteln,Retail sale of cosmetic and toilet articles
5,47.750,Detailhandel in cosmetica en toiletartikelen,Commerce de détail de produits cosmétiques et d'articles de toilette,Einzelhandel mit kosmetischen Erzeugnissen und Körperpflegemitteln,Retail sale of cosmetic and toilet articles
4,47.76,"Detailhandel in bloemen, planten, kunstmeststoffen, huisdieren en voer voor huisdieren","Commerce de détail de fleurs, plantes, engrais, animaux de compagnie et aliments pour ces animaux","Einzelhandel mit Blumen, Pflanzen, Düngemitteln, Tierfutter und Haustieren","Retail sale of flowers, plants, fertilisers, pets and pet food"
5,47.761,"Detailhandel in bloemen, planten, zaden en kunstmeststoffen","Commerce de détail de fleurs, de plantes, de graines et d'engrais","Einzelhandel mit Blumen, Pflanzen, Sämereien und Düngemitteln","Retail sale of flowers, plants, seeds and fertilisers"
5,47.762,"Detailhandel in huisdieren, voer voor huisdieren en benodigdheden daarvoor","Commerce de détail d'animaux de compagnie, d'aliments et d'accessoires pour ces animaux","Einzelhandel mit Haustieren, Haustierzubehör und Futter","Retail sale of pets, pet food and pet accessories"
4,47.77,Detailhandel in uurwerken en sieraden,Commerce de détail d’articles d’horlogerie et de bijouterie,Einzelhandel mit Uhren und Schmuck,Retail sale of watches and jewellery
5,47.770,Detailhandel in uurwerken en sieraden,Commerce de détail d’articles d’horlogerie et de bijouterie,Einzelhandel mit Uhren und Schmuck,Retail sale of watches and jewellery
4,47.78,Detailhandel in andere nieuwe goederen,Commerce de détail d’autres biens neufs,Einzelhandel mit sonstigen Neuwaren,Retail sale of other new goods
5,47.781,"Detailhandel in vaste, vloeibare en gasvormige brandstoffen, m.u.v. motorbrandstoffen","Commerce de détail de combustibles solides, liquides et gazeux, à l'exclusion des carburants","Einzelhandel mit festen, flüssigen und gasförmigen Brennstoffen, mit Ausnahme von Fahrzeugkraftstoffen","Retail sale of solid, liquid and gaseous fuels, excluding motor fuels"
5,47.782,"Detailhandel in fotografische en optische artikelen en in precisieinstrumenten, m.u.v. corrigerende brillen, lenzen en zonnebrillen","Commerce de détail de matériel photographique, d'optique et de précision, à l’exception des lunettes de correction, des lentilles et des lunettes de soleil","Einzelhandel mit Foto-, Optikartikel und Präzisionsinstrumente, mit Ausnahme von Korrektionsbrillen, Brillengläsern und Sonnenbrillen","Retail sale of photographic, optical and precision equipment, except corrective glasses, lenses and sunglasses"
5,47.783,Detailhandel in drogisterijartikelen en onderhoudsproducten,Commerce de détail d'articles de droguerie et de produits d'entretien,Einzelhandel mit Drogerieartikeln und Pflegemitteln,Retail sale of drugstore products and cleaning materials
5,47.784,Detailhandel in souvenirs en religieuze artikelen,Commerce de détail de souvenirs et d'articles religieux,Einzelhandel mit Andenken und Devotionalien,Retail sale of souvenirs and religious articles
5,47.789,Overige detailhandel in nieuwe artikelen n.e.g.,Autre commerce de détail de biens neufs n.c.a.,Sonstiger Einzelhandel von neuen Artikeln a.n.g.,Retail sale of other new goods n.e.c.
4,47.79,Detailhandel in tweedehandsgoederen,Commerce de détail de biens d’occasion,Einzelhandel mit Antiquitäten und Gebrauchtwaren,Retail sale of second-hand goods
5,47.791,Detailhandel in antiquiteiten,Commerce de détail d'antiquités,Einzelhandel mit Antiquitäten,Retail sale of antiques
5,47.792,Detailhandel in tweedehandskleding,Commerce de détail de vêtements d'occasion,Einzelhandel mit Gebrauchtwaren,Retail sale of second-hand clothing
5,47.793,"Detailhandel in andere tweedehandsgoederen, m.u.v. tweedehandskleding","Commerce de détail de biens d'occasion, à l’exception des vêtements d'occasion","Einzelhandel mit Gebrauchtwaren in Geschäften, mit Ausnahme von Gebrauchtkleidung","Retail sale of second-hand goods in stores, except second-hand clothing"
3,47.8,"Detailhandel in motorvoertuigen, motorfietsen en delen en toebehoren van motorfietsen","Commerce de détail d’automobiles, de motocycles et de leurs pièces et accessoires","Einzelhandel mit Kraftwagen, Krafträdern, deren Teilen und Zubehör","Retail sale of motor vehicles, motorcycles and related parts and accessories"
4,47.81,Detailhandel in motorvoertuigen,Commerce de détail de véhicules automobiles,Einzelhandel mit Kraftwagen,Retail sale of motor vehicles
5,47.811,"Detailhandel in auto's en lichte bestelwagens (<= 3,5 ton)","Commerce de détail de voitures et de véhicules automobiles légers (<= 3,5 tonnes)","Einzelhandel mit Kraftfahrzeugen mit einem Gesamtgewicht von 3,5 t oder weniger","Retail sale of cars and light motor vehicles (<= 3,5 tons)"
5,47.812,"Detailhandel in andere motorvoertuigen (> 3,5 ton)","Commerce de détail d'autres véhicules automobiles (> 3,5 tonnes)","Einzelhandel mit sonstigen Kraftfahrzeugen mit einem Gesamtgewicht von mehr als 3,5 t",Retail sale of other motor vehicles (> 3.5 tonnes)
5,47.813,"Detailhandel in aanhangwagens, opleggers en caravans","Commerce de détail de remorques, de semi-remorques et de caravanes","Einzelhandel mit Anhängern, Sattelschleppern und Wohnwagen","Retail sale of trailers, semi-trailers and caravans"
4,47.82,Detailhandel in onderdelen en accessoires van motorvoertuigen,Commerce de détail de pièces et accessoires de véhicules automobiles,Einzelhandel mit Kraftwagenteilen und -zubehör,Retail sale of motor vehicle parts and accessories
5,47.820,Detailhandel in onderdelen en accessoires van motorvoertuigen,Commerce de détail de pièces et accessoires de véhicules automobiles,Einzelhandel mit Kraftwagenteilen und -zubehör,Retail sale of motor vehicle parts and accessories
4,47.83,"Detailhandel in motorrijwielen, delen en toebehoren van motorrijwielen",Commerce de détail de motocycles et de pièces et accessoires de motocycles,"Einzelhandel mit Krafträdern, Kraftradteilen und -zubehör","Retail sale of motorcycles, motorcycle parts and accessories"
5,47.830,"Detailhandel in motorrijwielen, delen en toebehoren van motorrijwielen",Commerce de détail de motocycles et de pièces et accessoires de motocycles,"Einzelhandel mit Krafträdern, Kraftradteilen und -zubehör","Retail sale of motorcycles, motorcycle parts and accessories"
3,47.9,Bemiddelingsactiviteiten in verband met de detailhandel,Activités de service d’intermédiation pour le commerce de détail,Vermittlungstätigkeiten für den Einzelhandel,Intermediation service activities for retail sale
4,47.91,Bemiddelingsactiviteiten in verband met de niet-gespecialiseerde detailhandel,Activités de service d’intermédiation pour le commerce de détail non spécialisé,Vermittlungstätigkeiten für den Einzelhandel ohne ausgeprägten Schwerpunkt,Intermediation service activities for non-specialised retail sale
5,47.910,Bemiddelingsactiviteiten in verband met de niet-gespecialiseerde detailhandel,Activités de service d’intermédiation pour le commerce de détail non spécialisé,Vermittlungstätigkeiten für den Einzelhandel ohne ausgeprägten Schwerpunkt,Intermediation service activities for non-specialised retail sale
4,47.92,Bemiddelingsactiviteiten voor de gespecialiseerde detailhandel,Activités de service d’intermédiation pour le commerce de détail spécialisé,Vermittlungstätigkeiten für den Einzelhandel mit ausgeprägtem Schwerpunkt,Intermediation service activities for specialised retail sale
5,47.920,Bemiddelingsactiviteiten voor de gespecialiseerde detailhandel,Activités de service d’intermédiation pour le commerce de détail spécialisé,Vermittlungstätigkeiten für den Einzelhandel mit ausgeprägtem Schwerpunkt,Intermediation service activities for specialised retail sale
1,H,VERVOER EN OPSLAG,TRANSPORTS ET ENTREPOSAGE,VERKEHR UND LAGEREI,TRANSPORTATION AND STORAGE
2,49,Vervoer te land en vervoer via pijpleidingen,Transports terrestres et transports par conduites,Landverkehr und Transport in Rohrfernleitungen,Land transport and transport via pipelines
3,49.1,Personenvervoer per spoor,Transport ferroviaire de voyageurs,Personenbeförderung im Schienenverkehr,Passenger rail transport
4,49.11,Personenvervoer per trein,Transport ferroviaire lourd de voyageurs,Personenbeförderung im Eisenbahnverkehr,Passenger heavy rail transport
5,49.110,Personenvervoer per trein,Transport ferroviaire lourd de voyageurs,Personenbeförderung im Eisenbahnverkehr,Passenger heavy rail transport
4,49.12,Personenvervoer per spoor anders dan per trein,Autre transport ferroviaire de voyageurs,Sonstige Personenbeförderung im Schienenverkehr,Other passenger rail transport
5,49.120,Personenvervoer per spoor anders dan per trein,Autre transport ferroviaire de voyageurs,Sonstige Personenbeförderung im Schienenverkehr,Other passenger rail transport
3,49.2,Goederenvervoer per spoor,Transport ferroviaire de fret,Güterbeförderung im Schienenverkehr,Freight rail transport
4,49.20,Goederenvervoer per spoor,Transport ferroviaire de fret,Güterbeförderung im Schienenverkehr,Freight rail transport
5,49.200,Goederenvervoer per spoor,Transport ferroviaire de fret,Güterbeförderung im Schienenverkehr,Freight rail transport
3,49.3,Overig personenvervoer te land,Autre transport terrestre de voyageurs,Sonstige Personenbeförderung im Landverkehr,Other passenger land transport
4,49.31,Personenvervoer over de weg volgens dienstregeling,Transport régulier de voyageurs par route,Personenbeförderung im Linienverkehr auf der Straße,Scheduled passenger transport by road
5,49.310,Personenvervoer over de weg volgens dienstregeling,Transport régulier de voyageurs par route,Personenbeförderung im Linienverkehr auf der Straße,Scheduled passenger transport by road
4,49.32,Personenvervoer over de weg zonder dienstregeling,Transport non régulier de voyageurs par route,Personenbeförderung im Gelegenheitsverkehr auf der Straße,Non-scheduled passenger transport by road
5,49.320,Personenvervoer over de weg zonder dienstregeling,Transport non régulier de voyageurs par route,Personenbeförderung im Gelegenheitsverkehr auf der Straße,Non-scheduled passenger transport by road
4,49.33,Diensten voor personenvervoer op aanvraag per voertuig met chauffeur,Activités de service de transport de voyageurs sur demande par véhicule avec chauffeur,Personenbeförderung mit Fahrzeug mit Fahrer auf Abruf,On-demand passenger transport service activities by vehicle with driver
5,49.330,Diensten voor personenvervoer op aanvraag per voertuig met chauffeur,Activités de service de transport de voyageurs sur demande par véhicule avec chauffeur,Personenbeförderung mit Fahrzeug mit Fahrer auf Abruf,On-demand passenger transport service activities by vehicle with driver
4,49.34,Personenvervoer met kabelbanen en skiliften,Transport de voyageurs par téléphériques et remontées mécaniques,Personenbeförderung mit Seilbahnen und Skiliften,Passenger transport by cableways and ski lifts
5,49.340,Personenvervoer met kabelbanen en skiliften,Transport de voyageurs par téléphériques et remontées mécaniques,Personenbeförderung mit Seilbahnen und Skiliften,Passenger transport by cableways and ski lifts
4,49.39,"Overig personenvervoer te land, n.e.g.",Autre transport terrestre de voyageurs n.c.a.,Sonstige Personenbeförderung im Landverkehr a. n. g.,Other passenger land transport n.e.c.
5,49.390,"Overig personenvervoer te land, n.e.g.",Autre transport terrestre de voyageurs n.c.a.,Sonstige Personenbeförderung im Landverkehr a. n. g.,Other passenger land transport n.e.c.
3,49.4,Goederenvervoer over de weg en verhuisbedrijven,Transport routier de fret et services de déménagement,"Güterbeförderung im Straßenverkehr, Umzugstransporte",Freight transport by road and removal services
4,49.41,Goederenvervoer over de weg,Transport routier de fret,Güterbeförderung im Straßenverkehr,Freight transport by road
5,49.410,Goederenvervoer over de weg,Transport routier de fret,Güterbeförderung im Straßenverkehr,Freight transport by road
4,49.42,Verhuisactiviteiten,Activités de déménagement,Umzugstransporte,Removal services
5,49.420,Verhuisactiviteiten,Activités de déménagement,Umzugstransporte,Removal services
3,49.5,Vervoer via pijpleidingen,Transport par conduites,Transport in Rohrfernleitungen,Transport via pipeline
4,49.50,Vervoer via pijpleidingen,Transport par conduites,Transport in Rohrfernleitungen,Transport via pipeline
5,49.500,Vervoer via pijpleidingen,Transport par conduites,Transport in Rohrfernleitungen,Transport via pipeline
2,50,Vervoer over water,Transport par eau,Schifffahrt,Water transport
3,50.1,Personenvervoer over zee- en kustwateren,Transports maritimes et côtiers de passagers,Personenbeförderung in der Hochsee- und Küstenschifffahrt,Sea and coastal passenger water transport
4,50.10,Personenvervoer over zee- en kustwateren,Transports maritimes et côtiers de passagers,Personenbeförderung in der Hochsee- und Küstenschifffahrt,Sea and coastal passenger water transport
5,50.100,Personenvervoer over zee- en kustwateren,Transports maritimes et côtiers de passagers,Personenbeförderung in der Hochsee- und Küstenschifffahrt,Sea and coastal passenger water transport
3,50.2,Goederenvervoer over zee- en kustwateren,Transports maritimes et côtiers de fret,Güterbeförderung in der Hochsee- und Küstenschifffahrt,Sea and coastal freight water transport
4,50.20,Goederenvervoer over zee- en kustwateren,Transports maritimes et côtiers de fret,Güterbeförderung in der Hochsee- und Küstenschifffahrt,Sea and coastal freight water transport
5,50.200,Goederenvervoer over zee- en kustwateren,Transports maritimes et côtiers de fret,Güterbeförderung in der Hochsee- und Küstenschifffahrt,Sea and coastal freight water transport
3,50.3,Personenvervoer over binnenwateren,Transports fluviaux de passagers,Personenbeförderung in der Binnenschifffahrt,Inland passenger water transport
4,50.30,Personenvervoer over binnenwateren,Transports fluviaux de passagers,Personenbeförderung in der Binnenschifffahrt,Inland passenger water transport
5,50.300,Personenvervoer over binnenwateren,Transports fluviaux de passagers,Personenbeförderung in der Binnenschifffahrt,Inland passenger water transport
3,50.4,Goederenvervoer over binnenwateren,Transports fluviaux de fret,Güterbeförderung in der Binnenschifffahrt,Inland freight water transport
4,50.40,Goederenvervoer over binnenwateren,Transports fluviaux de fret,Güterbeförderung in der Binnenschifffahrt,Inland freight water transport
5,50.400,Goederenvervoer over binnenwateren,Transports fluviaux de fret,Güterbeförderung in der Binnenschifffahrt,Inland freight water transport
2,51,Luchtvaart,Transports aériens,Luftfahrt,Air transport
3,51.1,Personenvervoer door de lucht,Transports aériens de passagers,Personenbeförderung in der Luftfahrt,Passenger air transport
4,51.10,Personenvervoer door de lucht,Transports aériens de passagers,Personenbeförderung in der Luftfahrt,Passenger air transport
5,51.100,Personenvervoer door de lucht,Transports aériens de passagers,Personenbeförderung in der Luftfahrt,Passenger air transport
3,51.2,Goederenvervoer door de lucht; ruimtevaart,Transports aériens de fret et transports spatiaux,Güterbeförderung in der Luftfahrt und Raumtransport,Freight air transport and space transport
4,51.21,Goederenvervoer door de lucht,Transports aériens de fret,Güterbeförderung in der Luftfahrt,Freight air transport
5,51.210,Goederenvervoer door de lucht,Transports aériens de fret,Güterbeförderung in der Luftfahrt,Freight air transport
4,51.22,Ruimtevaart,Transports spatiaux,Raumtransport,Space transport
5,51.220,Ruimtevaart,Transports spatiaux,Raumtransport,Space transport
2,52,Opslag en vervoerondersteunende activiteiten,Entreposage et services auxiliaires des transports,Lagerei sowie Erbringung von sonstigen Dienstleistungen für den Verkehr,"Warehousing, storage and support activities for transportation"
3,52.1,Opslag,Entreposage et stockage,Lagerei,Warehousing and storage
4,52.10,Opslag,Entreposage et stockage,Lagerei,Warehousing and storage
5,52.100,Opslag,Entreposage et stockage,Lagerei,Warehousing and storage
3,52.2,Vervoerondersteunende activiteiten,Services auxiliaires des transports,Erbringung von sonstigen Dienstleistungen für den Verkehr,Support activities for transportation
4,52.21,Diensten in verband met vervoer te land,Services auxiliaires des transports terrestres,Erbringung von sonstigen Dienstleistungen für den Landverkehr,Service activities incidental to land transportation
5,52.210,Diensten in verband met vervoer te land,Services auxiliaires des transports terrestres,Erbringung von sonstigen Dienstleistungen für den Landverkehr,Service activities incidental to land transportation
4,52.22,Diensten in verband met vervoer over water,Services auxiliaires des transports par eau,Erbringung von sonstigen Dienstleistungen für die Schifffahrt,Service activities incidental to water transportation
5,52.220,Diensten in verband met vervoer over water,Services auxiliaires des transports par eau,Erbringung von sonstigen Dienstleistungen für die Schifffahrt,Service activities incidental to water transportation
4,52.23,Diensten in verband met de luchtvaart,Services auxiliaires des transports aériens,Erbringung von sonstigen Dienstleistungen für die Luftfahrt,Service activities incidental to air transportation
5,52.230,Diensten in verband met de luchtvaart,Services auxiliaires des transports aériens,Erbringung von sonstigen Dienstleistungen für die Luftfahrt,Service activities incidental to air transportation
4,52.24,Vrachtbehandeling,Manutention du fret,Frachtumschlag,Cargo handling
5,52.241,Vrachtbehandeling in zeehavens,Manutention du fret portuaire,Frachtumschlag in Seehäfen,Cargo handling in ports
5,52.249,"Overige vrachtbehandeling, exclusief in zeehavens",Autre manutention du fret sauf portuaire,"Sonstiger Güterumschlag, in anderen Einrichtungen als Seehäfen",Other cargo handling except in ports
4,52.25,Logistieke diensten,Activités de service logistique,Erbringung von Logistikdienstleistungen,Logistics service activities
